alert_id,station_name,river_name,district,state_name,sampling_date,month,alert_types,severity,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,explanation,recommended_action
10922a41,"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,Amravati,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
7ab5bb42,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,Amravati,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.02,Low Risk,BOD (4.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
89decda2,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,Amravati,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
0768e3c3,"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,Amravati,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.94,Low Risk,BOD (4.1 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
645d102c,"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,Akola,Maharashtra,08-04-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
15fa595c,"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,Akola,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.45,Low Risk,BOD (4.7 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
0915af27,Morna River D/s of Railway Bridge Akola ,Morna,Akola,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,9.99,Low Risk,DO (4.4 < 5); BOD (9.1 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
a7b1681e,Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,Akola,Maharashtra,08-04-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
8d2429ef,"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,Akola,Maharashtra,08-04-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,28.19,Moderate Risk,BOD (31.0 > 3); pH (9.7 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
234be212,"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f0836576,"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.79,Low Risk,BOD (3.5 > 3); pH (8.6 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
7ab42b2c,"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,1.56,Low Risk,BOD (4.4 > 3); pH (8.6 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
6c3a72fb,"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,Nagpur,Maharashtra,08-08-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
4af3fa5a,"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,Nagpur,Maharashtra,08-08-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
9d0540e9,"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,Nagpur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
0ca1f1f1,"Nag river near ambazari lake, Dist- Nagpur",Nag,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
a7f406bc,Nag river  near bhandewadi bridge Dist- Nagpur,Nag,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,62.79,High Risk,DO (0.3 < 5); BOD (32.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
cc8b87ea,"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,56.15,High Risk,DO (0.3 < 5); BOD (24.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
c39010a8,"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,39.68,Moderate Risk,DO (1.2 < 5); BOD (13.9 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
08bb7e03,"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,Nagpur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,34.18,Moderate Risk,DO (1.6 < 5); BOD (11.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
398afe77,"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Bhandara,Maharashtra,08-03-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
d09f3497,"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,Bhandara,Maharashtra,08-03-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
b4d75a60,"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,Bhandara,Maharashtra,08-03-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.28,Low Risk,BOD (4.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f667ba45,"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,Bhandara,Maharashtra,08-03-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
2f5c882b,"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
054f70ac,"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
98d12ca8,"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.68,Low Risk,BOD (3.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f1e90ea8,"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Chandrapur,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.28,Low Risk,BOD (4.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
20fd46c5,"Wainganga river at D/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,Chandrapur,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.62,Low Risk,BOD (4.9 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ccd0cfb4,"Penganga river near water supply scheme of Umarkhed M.C., Village. Belkhed,Taluka. Umarkhed, District. Yavatmal.",Penganga,Chandrapur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
056b782b,"Penganga river D/s of Isapur Dam, Village. Isapur,Taluka. Pusad,District. Yavatmal.",Penganga,Chandrapur,Maharashtra,08-06-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.6,Low Risk,BOD (3.7 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3cc8f42e,"Wardha river at D/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.6,Low Risk,BOD (3.7 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
2ba63c06,"Wardha river at U/s of Erai river at Hadasti near Arun Engg. Works, Village. Hadasti, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.43,Low Risk,BOD (3.5 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
f9f9de4f,"Wardha river at U/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.51,Low Risk,BOD (3.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3500732e,"Wardha river at Rajura bridge, Village. Rajura, Taluka. Chandrapur, District. Chandrapur.",Wardha,Chandrapur,Maharashtra,08-07-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.26,Low Risk,BOD (3.3 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
8b42329c,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,6.79,Low Risk,DO (4.3 < 5); BOD (4.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
3239d900,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,10.55,Low Risk,DO (4.0 < 5); BOD (6.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
4731f57a,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,10.29,Low Risk,DO (4.1 < 5); BOD (6.2 > 3); pH (8.6 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
94791990,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation,High,Compliant,0.0,2.18,Low Risk,pH (9.1 not in 6.5-8.5),High,Triggered by: Regulatory Violation,Inspect nearby discharge source and issue warning.
943a9a61,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Chikhali Nallah Meets Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,20.94,Low Risk,DO (3.0 < 5); BOD (8.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e17704a7,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,3.13,Low Risk,DO (4.8 < 5); BOD (4.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
72e58375,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.36,Low Risk,BOD (4.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
c721902f,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,6.37,Low Risk,DO (4.8 < 5); BOD (8.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e7d1886c,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
7554859c,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",Godavari,Nashik,Maharashtra,08-05-2025,Aug,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,4.1,Low Risk,BOD (4.4 > 3); pH (9.3 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
a593e528,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",Darna,Nashik,Maharashtra,08-04-2025,Aug,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,4.44,Low Risk,DO (4.7 < 5); BOD (5.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
