station_name,river_name,state,district,month,dissolved_oxygen,bod,ph,violation_reasons,risk_score,risk_category,label_confidence,risk_confidence,rule_based_explanation
"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",Waghur,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",Girna,,Jalgaon,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",Tapi,,Dhule,Jul,5.2,3.6,7.8,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",Amravati,,Dhule,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",Burai,,Dhule,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",Gomai,,Dhule,Jul,,,,,,Unknown,Insufficient,Unknown,"Insufficient core data (DO, BOD, pH all missing) to evaluate compliance."
"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",Kan,,Dhule,Jul,5.2,4.2,8.5,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",Panzara,,Dhule,Jul,5.1,4.2,8.4,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",Rangavali,,Dhule,Jul,5.0,4.6,7.3,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",Nira,,Pune,Jul,6.2,3.6,8.1,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",Mutha,,Pune,Jul,4.6,5.6,7.4,DO (4.6 < 5); BOD (5.6 > 3),5.41,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 5.60 mg/L (above 3). Risk category: Low Risk.
"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,,Pune,Jul,4.9,5.4,7.3,DO (4.9 < 5); BOD (5.4 > 3),2.84,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",Mula,,Pune,Jul,5.3,5.8,7.7,BOD (5.8 > 3),2.38,Low Risk,High,High,Non-compliant because BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",Mula,,Pune,Jul,4.5,6.6,7.3,DO (4.5 < 5); BOD (6.6 > 3),7.06,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 6.60 mg/L (above 3). Risk category: Low Risk.
"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",Nira,,Pune,Jul,5.5,5.8,8.2,BOD (5.8 > 3),2.38,Low Risk,High,High,Non-compliant because BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",Nira,,Pune,Jul,6.1,4.6,8.3,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",Bhima,,Pune,Jul,6.0,4.4,7.9,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",Mutha,,Pune,Jul,4.8,7.0,7.4,DO (4.8 < 5); BOD (7.0 > 3),5.0,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",Mutha,,Pune,Jul,4.2,8.0,7.4,DO (4.2 < 5); BOD (8.0 > 3),10.66,Low Risk,High,High,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",Bhima,,Pune,Jul,5.5,5.4,7.4,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,,Pune,Jul,4.3,6.2,7.3,DO (4.3 < 5); BOD (6.2 > 3),8.32,Low Risk,High,High,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.
"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",Bhima,,Pune,Jul,5.5,4.4,7.5,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",Bhima,,Pune,Jul,5.9,5.2,8.2,BOD (5.2 > 3),1.87,Low Risk,High,High,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.
"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",Mutha,,Pune,Jul,6.3,2.6,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Jul,0.0,5.4,7.5,DO (0.0 < 5); BOD (5.4 > 3),42.04,Moderate Risk,High,High,Non-compliant because DO is 0.00 mg/L (below 5); BOD is 5.40 mg/L (above 3). Risk category: Moderate Risk.
"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,,Pune,Jul,4.8,6.8,7.7,DO (4.8 < 5); BOD (6.8 > 3),4.83,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 6.80 mg/L (above 3). Risk category: Low Risk.
"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,,Pune,Jul,5.0,6.4,8.4,BOD (6.4 > 3),2.89,Low Risk,High,High,Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,,Pune,Jul,5.8,4.4,7.7,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,,Pune,Jul,5.4,5.0,7.6,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,,Pune,Jul,5.0,6.0,7.5,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,,Pune,Jul,5.5,5.0,8.5,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Jul,5.8,3.0,7.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Jul,4.0,9.8,7.5,DO (4.0 < 5); BOD (9.8 > 3),13.79,Low Risk,High,High,Non-compliant because DO is 4.00 mg/L (below 5); BOD is 9.80 mg/L (above 3). Risk category: Low Risk.
"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,,Pune,Jul,5.5,4.4,7.3,BOD (4.4 > 3),1.19,Low Risk,High,High,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,,Pune,Jul,4.9,6.2,7.9,DO (4.9 < 5); BOD (6.2 > 3),3.52,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,,Pune,Jul,3.8,12.5,7.6,DO (3.8 < 5); BOD (12.5 > 3),17.69,Low Risk,High,High,Non-compliant because DO is 3.80 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.
"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,,Pune,Jul,4.6,6.2,7.5,DO (4.6 < 5); BOD (6.2 > 3),5.92,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 6.20 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",Krishna,,Satara,Jul,5.8,4.6,8.4,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",Venna,,Satara,Jul,6.5,2.6,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Jul,6.0,4.3,8.5,BOD (4.3 > 3),1.11,Low Risk,High,High,Non-compliant because BOD is 4.30 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,,Satara,Jul,5.5,4.6,8.1,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,,Satara,Jul,5.1,4.8,7.9,BOD (4.8 > 3),1.53,Low Risk,High,High,Non-compliant because BOD is 4.80 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,,Satara,Jul,6.3,3.6,8.1,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,,Satara,Jul,4.7,7.4,8.2,DO (4.7 < 5); BOD (7.4 > 3),6.14,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk.
"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,,Satara,Jul,5.0,6.0,8.0,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,,Satara,Jul,4.9,1.0,8.2,DO (4.9 < 5),0.8,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5). Risk category: Low Risk.
"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,,Satara,Jul,6.1,3.4,8.2,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,,Satara,Jul,6.2,3.8,8.2,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",Krishna,,Satara,Jul,6.7,2.4,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,,Solapur,Jul,5.3,6.4,8.7,BOD (6.4 > 3); pH (8.7 not in 6.5-8.5),3.62,Low Risk,High,High,Non-compliant because BOD is 6.40 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.
"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,,Solapur,Jul,6.1,3.4,8.3,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,,Solapur,Jul,5.7,3.8,8.4,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,,Solapur,Jul,5.9,3.6,8.4,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,,Solapur,Jul,5.7,5.8,8.2,BOD (5.8 > 3),2.38,Low Risk,High,High,Non-compliant because BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,,Solapur,Jul,5.8,5.0,8.6,BOD (5.0 > 3); pH (8.6 not in 6.5-8.5),2.07,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Ujani dam pumping station, Dist- Solapur ",Ujani,,Solapur,Jul,6.0,3.2,8.6,BOD (3.2 > 3); pH (8.6 not in 6.5-8.5),0.53,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3); pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.
"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Sep,6.5,3.6,8.3,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Sep,6.5,3.6,8.3,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Sep,6.8,3.2,8.3,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",Godavari,,Ch. Sambhaji Nagar,Sep,6.9,3.2,8.3,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",Godavari,,Jalna,Sep,6.0,3.6,8.4,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",Bindusara,,Beed,Sep,6.6,3.2,8.4,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",Godavari,,Latur,Sep,6.4,4.2,8.3,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",Manjra,,Latur,Sep,5.8,3.8,8.3,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",Godavari,,Nanded,Sep,6.0,3.8,8.1,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",Godavari,,Nanded,Sep,5.9,4.0,8.2,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Asna River, Dist- Nanded",Asna,,Nanded,Sep,4.5,5.8,8.2,DO (4.5 < 5); BOD (5.8 > 3),6.38,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 5.80 mg/L (above 3). Risk category: Low Risk.
"Godavari river at Dhalegaon, Village. Dhalegaon, Taluka. Pathari,  District. Parbhani.",Godavari,,Parbhani,Sep,7.6,2.2,8.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Purna River, Yeldari dam, Dist- Parbhani",Purna,,Parbhani,Sep,5.8,4.0,8.1,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Rajapur Weir, Village. Rajapur, Taluka. Shirol, District. Kolhapur.",Krishna,,Kolhapur,Sep,6.7,2.8,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Kurundwad near Santaji Ghorpade Ghat , Village.Narshingwadi, Kurundwad, Taluka. Shirol, District. Kolhapur.",Krishna,,Kolhapur,Sep,6.8,2.8,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at U/s of Kolhapur town near Balinga Pumping station, Village.Balinga, Taluka. Karvir, District. Kolhapur.",Panchaganga,,Kolhapur,Sep,6.7,3.0,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at D/s of Kolhapur town at Gandhi nagar near NH.4 bridge and MIDC, Village. Uchegaon, Taluka. Kolhapur, District. Kolhapur.",Panchaganga,,Kolhapur,Sep,6.7,3.0,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at Shirol near Shirol Intake well, Village. Shirol, Taluka. Shirol, District. Kolhapur.",Panchaganga,,Kolhapur,Sep,6.7,3.0,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga river at Ichalkaranji near MIDC  intake well. Village. Shiradhwad  (Ichalkaranji ghat), Taluka.Hatkanangale, District. Kolhapur.",Panchaganga,,Kolhapur,Sep,6.7,2.8,7.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhogawati River water sample at Haldi KT Weir, Tal. Karveer, Dist. Kolhapur ",Bhogawati,,Kolhapur,Sep,6.6,3.0,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panchaganga River, Terwad bandhara, Dist- Kolhapur",Panchaganga,,Kolhapur,Sep,6.4,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",Krishna,,Sangli,Sep,6.4,3.2,8.0,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",Krishna,,Sangli,Sep,6.7,3.0,8.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna River at nagthane KT weir, nagthane, Tal-Walwa, Dist-Sangli",Krishna,,Sangli,Sep,6.6,3.0,8.2,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna River at krishna ghat, miraj Dist-Sangli",Krishna,,Sangli,Sep,6.6,3.0,8.1,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Krishna River at new haripur bridge, Tal- Miraj, Dist-Sangli",Krishna,,Sangli,Sep,6.3,3.0,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vashishti river at U/s of Three M Paper Mills near M/s Multifilms Plastic  Pvt. Ltd ., Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Sep,6.7,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Sep,6.7,3.2,7.5,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Vashishti river at U/s of Pophali near Konphansawane bridge, Village. Pophali, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Sep,6.7,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Karambavane,,Ratnagiri,Sep,6.6,2.8,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Muchkundi river at Waked, Ratnagiri, near M/s Asahi India Glass Ltd., Village. Waked, Taluka. Lanja, District. Ratnagiri.",Muchkundi,,Ratnagiri,Sep,6.8,3.0,7.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,,Ratnagiri,Sep,5.8,14.0,8.0,BOD (14.0 > 3),9.36,Low Risk,High,High,Non-compliant because BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,,Ratnagiri,Sep,5.8,16.0,8.0,BOD (16.0 > 3),11.06,Low Risk,High,High,Non-compliant because BOD is 16.00 mg/L (above 3). Risk category: Low Risk.
"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Madvi,,Ratnagiri,Sep,6.7,3.0,7.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Pimpal.Paneri nalla at Ratnagiri near Finolex Industries, Village. Yahganigaon, Taluka. Ratnagiri, District. Ratnagiri.",Pimpal.Paneri,,Ratnagiri,Sep,6.7,3.0,7.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Ovale village, Village. Ovale, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,6.7,2.8,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,6.7,3.2,7.6,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Savitri river at Shedav Dov, Village. Shedav Dov, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,6.5,3.0,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Dadli road bridge, Village. Dadli, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,6.7,3.0,7.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Sep,6.7,3.2,7.5,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Ulhas river neral, Tal- Karjat, Dist- Raigad",Ulhas,,Raigad,Sep,6.8,2.8,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
