alert_id,station_name,river_name,alert_type,severity,risk_score,risk_category,violation_reasons,top_model_drivers,rule_explanation,shap_explanation,historical_context_if_available,recommended_action
1f0dffac,"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.66,Low Risk,DO (4.2 < 5); BOD (8.0 > 3),,Non-compliant because DO is 2.10 mg/L (below 5); BOD is 28.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
ca4d4ccf,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.04,Low Risk,BOD (5.4 > 3),,Non-compliant because DO is 1.30 mg/L (below 5); BOD is 26.00 mg/L (above 3). Risk category: Moderate Risk.,,None,Dispatch immediate field monitoring team
184ebce7,"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,8.32,Low Risk,DO (4.3 < 5); BOD (6.2 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7af2dc67,"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because DO is 3.20 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
982e04f4,"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.87,Low Risk,BOD (5.2 > 3),,Non-compliant because DO is 3.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
085c3abd,"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,42.04,Moderate Risk,DO (0.0 < 5); BOD (5.4 > 3),,Non-compliant because BOD is 6.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3ef76910,"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.83,Low Risk,DO (4.8 < 5); BOD (6.8 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c9ed889a,"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",Ghod,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.89,Low Risk,BOD (6.4 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
231ba876,"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
af7f4ccc,"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",Indrayani,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 6.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c750f6c8,"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",Mula.Mutha,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 7.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
854c705f,"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",Vel,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.7,Low Risk,BOD (5.0 > 3),,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ef8e7138,"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,13.79,Low Risk,DO (4.0 < 5); BOD (9.8 > 3),,Non-compliant because DO is 3.20 mg/L (below 5); BOD is 15.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
cc41e446,"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.19,Low Risk,BOD (4.4 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 9.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f19e233a,"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.52,Low Risk,DO (4.9 < 5); BOD (6.2 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
94ed2d67,"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,17.69,Low Risk,DO (3.8 < 5); BOD (12.5 > 3),,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
e2bb3836,"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",Pawana,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.92,Low Risk,DO (4.6 < 5); BOD (6.2 > 3),,Non-compliant because DO is 3.50 mg/L (below 5); BOD is 12.50 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
6b0021b9,"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance,High,1.36,Low Risk,BOD (4.6 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
86e6c0bc,"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.11,Low Risk,BOD (4.3 > 3),,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ca9e3392,"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.36,Low Risk,BOD (4.6 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
1dc95e28,"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",Koyna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.53,Low Risk,BOD (4.8 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3897685a,"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",Krishna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
15d0089e,"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,6.14,Low Risk,DO (4.7 < 5); BOD (7.4 > 3),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3c9b915e,"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",Nira,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 5.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d6d35ac0,"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",Urmodi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.8,Low Risk,DO (4.9 < 5),,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c9769f3a,"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",Venna,Regulatory Violation | ML Non-Compliance,High,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
cb248dd3,"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",Venna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ef9f55ce,"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,3.62,Low Risk,BOD (6.4 > 3); pH (8.7 not in 6.5-8.5),,Non-compliant because BOD is 8.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2878734f,"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",Bhima,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.34,Low Risk,BOD (3.4 > 3),,Non-compliant because BOD is 7.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
1e030c5a,"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",Chandrabhaga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 7.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
501540fb,"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",Chandrabhaga,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 8.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
6adde87a,"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",Sina,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.38,Low Risk,BOD (5.8 > 3),,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 8.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
d0ac3abe,"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.07,Low Risk,BOD (5.0 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
f77dbe1e,"Ujani dam pumping station, Dist- Solapur ",Ujani,Regulatory Violation | ML Non-Compliance,High,0.53,Low Risk,BOD (3.2 > 3); pH (8.6 not in 6.5-8.5),,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
539c4346,"Godavari river at Jaikwadi Dam, Village. Paithan, Taluka. Paithan, District.Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance,High,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
5803a255,"Godavari river at U/s of Paithan at Paithan intake pump house, Village. Jayakwadi, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0dd9955e,"Godavari river at D/s of Paithan at Pathegaon bridge, Village. Pathegaon, Taluka. Paithan, District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
4a1e56b2,"Godavari river at U/s of Aurangabad Reservoir,Kaigaon Tokka near Kaigaon bridge,Village. Kaigaon,Taluka. Gangapur,District. Ch. Sambhaji Nagar.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b9195c96,"Godavari river at Jalna Intake water pump house, Village. Shahabad, Taluka. Ambad, District. Jalna.",Godavari,Regulatory Violation | ML Non-Compliance,High,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
6ddd7a2c,"Bindusara river at Beed, near intake water pump house at Dam, Village. Paligaon, Taluka. Beed, District. Beed.",Bindusara,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Non-compliant because pH is 8.60 (outside 6.5-8.5). Risk category: Low Risk.,,None,Monitor closely and verify at next sampling cycle
037ea798,"Godavari river at Latur water intake near Pump house. Village. Dhamegaon, Taluka. Kalumb, District. Dharashiv",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,1.02,Low Risk,BOD (4.2 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
0572fbbb,"Manjra river at D/s of Latur, near Latur. Nanded bridge, Village. Bhatkheda, Taluka. Latur, District. Latur.",Manjra,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
975ee307,"Godavari river at Raher, Village.Raher, Taluka. Nayagaon, District. Nanded.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.68,Low Risk,BOD (3.8 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
a95757cb,"Godavari river near Intake water pump house, Village. Vishnupuri, Taluka. Nanded, District. Nanded.",Godavari,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
cef5d21d,"Asna River, Dist- Nanded",Asna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,6.38,Low Risk,DO (4.5 < 5); BOD (5.8 > 3),,Non-compliant because BOD is 4.80 mg/L (above 3); pH is 9.00 (outside 6.5-8.5). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
c3ad7f10,"Purna River, Yeldari dam, Dist- Parbhani",Purna,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
705e9f4a,"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",Krishna,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
da0b5e09,"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
a4041a15,"Sea Water at Ganapathipule, Village. Ganapatipule, Taluka. Ratnagiri,  District. Ratnagiri.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,9.36,Low Risk,BOD (14.0 > 3),,Non-compliant because BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
7fd741d8,"Sea water at Bhagwati Bunder, Ratnagiri near Ultra Tech Cement Jetty , Village. Mirkarwada, Taluka. Ratnagiri, District. Ratnagiri.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.06,Low Risk,BOD (16.0 > 3),,Non-compliant because BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
605f7d7f,"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",Savitri,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
bd4192da,"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",Savitri,Regulatory Violation | ML Non-Compliance,High,0.17,Low Risk,BOD (3.2 > 3),,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,,None,Monitor closely and verify at next sampling cycle
e6bb54bf,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.11,Low Risk,DO (4.3 < 5); BOD (13.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
32c9cb5a,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.71,Low Risk,DO (4.6 < 5); BOD (13.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
700a918e,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.71,Low Risk,DO (4.6 < 5); BOD (13.0 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
8f31c51e,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Mahim,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.34,Low Risk,DO (4.7 < 5); BOD (13.5 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
411902cd,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.71,Low Risk,DO (4.6 < 5); BOD (13.0 > 3),,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
bac04866,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.06,Low Risk,DO (4.7 < 5); BOD (12.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
35cfe402,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,8.46,Low Risk,DO (4.9 < 5); BOD (12.0 > 3),,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
60188081,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.34,Low Risk,DO (4.7 < 5); BOD (13.5 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
fe9012f4,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,12.51,Low Risk,DO (4.5 < 5); BOD (13.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
ca502871,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",Mithi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,24.77,Low Risk,DO (3.5 < 5); BOD (18.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 38.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
04126138,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,10.96,Low Risk,DO (4.8 < 5); BOD (14.0 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
3d1d21f1,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.91,Low Risk,DO (4.2 < 5); BOD (13.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
8c2b69a1,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Rabodi,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,34.37,Moderate Risk,DO (2.3 < 5); BOD (18.0 > 3),,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 44.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
0681dbbc,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,33.57,Moderate Risk,DO (2.4 < 5); BOD (18.0 > 3),,Non-compliant because DO is 1.00 mg/L (below 5); BOD is 30.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
28c094fd,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Sandoz,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,34.47,Moderate Risk,DO (2.5 < 5); BOD (20.0 > 3),,Non-compliant because DO is 0.90 mg/L (below 5); BOD is 35.00 mg/L (above 3). Risk category: High Risk.,,None,Dispatch immediate field monitoring team
573c088f,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
5557ed1f,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Thane,Regulatory Violation | ML Non-Compliance | Persistent Hotspot | Increasing Risk,Severe,31.06,Moderate Risk,DO (2.5 < 5); BOD (16.0 > 3),,Non-compliant because BOD is 8.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
590ebba0,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.51,Low Risk,BOD (3.6 > 3),,Non-compliant because BOD is 4.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
4dcb1a8c,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,0.85,Low Risk,BOD (4.0 > 3),,Non-compliant because BOD is 7.40 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2d0d0c05,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Bassein,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,11.46,Low Risk,DO (4.1 < 5); BOD (8.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
2db60362,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Ulhas,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,2.55,Low Risk,BOD (6.0 > 3),,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
928facb9,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,4.26,Low Risk,BOD (8.0 > 3),,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
8bec946d,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,9.96,Low Risk,DO (4.5 < 5); BOD (10.0 > 3),,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
b7b16657,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Uttan,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,5.96,Low Risk,BOD (10.0 > 3),,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
a09e6665,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Kharekuran Murbe,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,14.91,Low Risk,DO (4.2 < 5); BOD (13.0 > 3),,Non-compliant because DO is 3.90 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: Low Risk.,,None,Dispatch immediate field monitoring team
